"???","???????","??????????","?????????????","???????","????????","???????????","???????°æ??????","???????¢¨?","????????????","????????¢¨?","???????","???????????","???????????","????????","?????????","??????????","?????????????","????????????","???•Ë???????","???•Ë????????","??????","????????????","????????????","?????????????","???°æ??¨⁄?","???????(x)","???????(y)","????????????","??????????¨⁄?","???????¨⁄?","??????","???????","???????????","????????","????î≥??","????????","????????","?????","????????","?????????","??????????","?????????","???????","????????","???????","?®˘???","????????","?????????????•Ô?","???????","???????????","????????","?????????","???????????","?????????","?????????","????????????????","?????????????????","?????","???????????","????????????","?•‰???????","??????",
"238","????????","03_11_02_P","4400000","CDFI3261092009000005","2009-07-07","","03","???","03","???","2018-06-11","","","","","","390-832","?????? ????? ???? ???? 227-5????","?????? ????? ???? ?????44?? 29-11","27215","?°¿•Ë?????????(6)","2018-06-12 16:22:06","I","2018-08-31 23:59:59","","304185.446782866","391437.734122565","????????","","????????","2","???","","","???????","2","","","","","","","","","","","","","134.35","","","","","","","","","320000000","","","","134",
"239","????????","03_11_02_P","4400000","CDFI3261092009000007","2009-07-09","","03","???","03","???","","","","","","","390-832","?????? ????? ???? ???? 227-2????","?????? ????? ???? ?????44?? 29-5","","?°¿•Ë?????????(5)","2017-03-03 11:11:41","I","2018-08-31 23:59:59","","304222.953607126","391424.066313271","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320000000","","","","",
"240","????????","03_11_02_P","4400000","CDFI3261092009000008","2009-07-09","","03","???","03","???","","","","","","","390-832","?????? ????? ???? ???? 227-1????","?????? ????? ???? ?????44?? 29-1","","?°¿•Ë?????????(4)","2017-03-03 11:10:31","I","2018-08-31 23:59:59","","304240.958210472","391430.398532169","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330000000","","","","",
"241","????????","03_11_02_P","4400000","CDFI3261092009000009","2009-07-09","","03","???","03","???","","","","","","","390-832","?????? ????? ???? ???? 227-5????","?????? ????? ???? ?????44?? 29-11","","?°¿•Ë?????????(1)","2017-03-03 14:17:24","I","2018-08-31 23:59:59","","304185.446782866","391437.734122565","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320000000","","","","",
"242","????????","03_11_02_P","4400000","CDFI3261092009000010","2009-07-09","","03","???","03","???","","","","","","","390-832","?????? ????? ???? ???? 227-3????","?????? ????? ???? ?????44?? 29-7","","?°¿•Ë?????????(3)","2017-03-03 11:13:34","I","2018-08-31 23:59:59","","304202.638976229","391421.218294678","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310000000","","","","",
"243","????????","03_11_02_P","4400000","CDFI3261092009000011","2009-07-09","","03","???","03","???","2018-06-11","","","","","","390-832","?????? ????? ???? ???? 227-4????","?????? ????? ???? ?????44?? 29-9","","?°¿•Ë?????????(2)","2018-06-12 16:23:45","I","2018-08-31 23:59:59","","304180.239381135","391424.208568825","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320000000","","","","",
"244","????????","03_11_02_P","4400000","CDFI3261092009000012","2009-07-09","","03","???","03","???","2018-06-11","","","","","","390-832","?????? ????? ???? ???? 227-6????","?????? ????? ???? ?????44?? 29-1","","?°¿•Ë?????????(1)","2018-06-12 16:23:59","I","2018-08-31 23:59:59","","304245.829329442","391415.466726972","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450000000","","","","",
"245","????????","03_11_02_P","4480000","CDFI3261092003000002","2003-12-03","","03","???","03","???","2014-06-09","","","","(043)422-4865","","395-821","?????? ??? ????? ???ïó 1132????","?????? ??? ????? ????1?? 51-7","395-820","????¯ª??","2014-06-09 17:10:29","I","2018-08-31 23:59:59","","325246.400694916","394385.380773777","????????","???????","???????????","2","???","","","??????","2","","","","","","","","","","","","","153.76","","","","","","","","","","","","","154",
"246","????????","03_11_02_P","4480000","CDFI3261092004000002","2004-10-19","","03","???","03","???","2020-02-11","","","","(043)422-2002","","395-821","?????? ??? ????? ???ïó 1134????","?????? ??? ????? ????1?? 51-3","395-820","???????","2020-02-12 08:54:57","U","2020-02-14 02:40:00","","325277.566599233","394360.115921058","????????","???????","??????????","2","???","","","??????? ????(????????????)","2","","","","","","","","","","","","","204.42","","","","","","","","","","","","","204",
"247","????????","03_11_02_P","4480000","CDFI3261092004000003","2004-06-25","","03","???","03","???","2013-10-18","","","","","","395-821","?????? ??? ????? ???ïó 1131????","?????? ??? ????? ????2?? 20","395-820","????????","2013-10-22 09:23:27","I","2018-08-31 23:59:59","","325260.401069383","394414.313779138","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"248","????????","03_11_02_P","4480000","CDFI3261092005000001","2005-04-15","","03","???","03","???","2016-11-09","","","","","","395-801","?????? ??? ????? ????? 177-8????","?????? ??? ????? ???1?? 17","27024","????????","2016-11-09 14:21:58","I","2018-08-31 23:59:59","","326197.493773854","386853.385084766","????????","???????","?????????","2","???","","","??????","2","","","","","","","","","","","","","199.88","","","","","","","","","100000000","","","","200",
"249","????????","03_11_02_P","4400000","CDFI3261092003000001","2003-12-03","","03","???","03","???","2006-08-08","","","","","","390-831","?????? ????? ???? ??Ér 13-1????","","","??????????????","2006-08-08 09:23:17","I","2018-08-31 23:59:59","","300861.368598627","391653.538156703","????????","???????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"250","????????","03_11_02_P","3570000","CDFI3261092009000001","2009-08-06","","03","???","03","???","2015-02-09","","","","032-937-8885","","417-861","????????? ????? ????? ???? 2159-15????","????????? ????? ????? ?????? 2709-8","417-861","??? ??????","2015-02-09 18:45:08","I","2018-10-09 15:19:31","","145053.573803119","459519.968790454","????????","","????????","2","???","","","???•Ï?","2","","","","","","","","","","","","","201.95","","","","","","","","","","","","","202",
"251","????????","03_11_02_P","3570000","CDFI3261092018000002","2018-10-10","","03","???","03","???","2019-08-01","","","","","","","????????? ????? ????? ?????? 173-8????","????????? ????? ????? ????????36???? 48-26","23021","??????≤J","2019-08-01 17:54:01","U","2019-08-03 02:40:00","","156383.431682711","474674.457747733","????????","","","2","???","","","???????","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"252","????????","03_11_02_P","5120000","CDFI3261092005000001","2005-10-31","","01","????/????","13","??????","","","","","572-3375","","745-862","????? ????? ?????? ?????? 468-10","????? ????? ?????? ?????? 333","36923","???? ??? ???","2021-10-01 14:03:18","U","2021-10-03 02:40:00","","300112.510242595","351902.958442805","????????","???????","????????","2","???","","","??????","2","0","0","0","","","0","0","","0","0","","0","135.1","","0","","","","","","","1000000000","","","","135",
"253","????????","03_11_02_P","5120000","CDFI3261092003000001","2003-12-29","","01","????/????","13","??????","","","","","571-1961","","745-803","????? ????? ?????? ?ﬁ√?? 188????","????? ????? ?????? ????? 241-14","745-803","?????","2019-05-28 13:56:10","U","2019-05-30 02:40:00","","300988.024331994","360123.323904335","????????","???????","????????","2","???","","","???????","2","","","","","","","","","","","","","231.86","","","","","","","","","200000000","","","","232",
"254","????????","03_11_02_P","5120000","CDFI3261092008000001","2008-05-22","","01","????/????","13","??????","","","","","572-3762","","745-801","????? ????? ?????? ????? 365????","????? ????? ?????? ????1?? 47","","????????•Ô????????","2008-05-22 17:05:19","I","2018-08-31 23:59:59","","295962.786317751","362023.27167563","????????","???????","????????","2","???","","","??????","1","","","","","","","","","","","","","3206","","","","","","","","","2000000000","","","","3206",
"255","????????","03_11_02_P","5050000","CDFI3261092015000001","2015-06-26","","01","????/????","13","??????","","","","","","","780-410","????? ????? ????","????? ????? ????? 66-29 (????)","38126","????? ??? ???????","2015-06-26 10:05:38","I","2018-08-31 23:59:59","","409295.124710758","257046.138521307","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"256","????????","03_11_02_P","5120000","CDFI3261092009000001","2009-08-21","","01","????/????","13","??????","","","","","054-572-3341","","745-803","????? ????? ?????? ???? 72-1????","????? ????? ?????? ?????? 115","36912","??????","2020-01-30 15:40:34","U","2020-02-01 02:40:00","","303289.910675238","360275.224933493","????????","","","","","","","","","","","","","","","","","","","","","118.3","","","","","","","","","","","","","118",
"257","????????","03_11_02_P","5120000","CDFI3261092010000001","2010-02-19","","01","????/????","13","??????","","","","","054-571-6542","","745-903","????? ????? ?????? ???? 432????","????? ????? ?????? ????? 60-4","36993","??????","2020-01-30 15:40:54","U","2020-02-01 02:40:00","","285820.207702251","352771.363005107","????????","","????????","","???","","","","","","","","","","","","","","","","","131","","","","","","","","","","","","","131",
"258","????????","03_11_02_P","5120000","CDFI3261092013000001","2013-04-23","","01","????/????","13","??????","","","","","054-571-7777","","745-801","????? ????? ?????? ????? 288-8","????? ????? ?????? ????2?? 18","36919","???? ???????","2021-03-29 10:17:21","U","2021-03-31 02:40:00","","296187.373532377","362633.534750997","????????","","???????????","3","???","","","??????","3","","","","","","","","","","","","","63","","","","","","","","","","","","","63",
"259","????????","03_11_02_P","5120000","CDFI3261092016000001","2016-06-09","","01","????/????","13","??????","","","","","","","","????? ????? ?????? ????? 288-10????","????? ????? ?????? ????2?? 10","36919","?????????","2016-06-09 16:37:38","I","2018-08-31 23:59:59","","296215.631119761","362553.417435718","????????","","?????????","2","???","","","??????","2","0","","","","","","","","","","","","490.95","","","","","","","","","","","","","491",
"260","????????","03_11_02_P","4510000","CDFI3261092015000009","2015-06-19","","01","????/????","13","??????","","","","","","","355-884","??????? ????? ?????? ?????? ?? 154-1 102??","??????? ????? ?????? ???????????? 408-52, 102??","33501","(??)??????","2022-09-18 14:46:06","U","2022-09-20 02:40:00","","","","????????","","????????","2","???","","","","2","0","0","0","Korea Computer Terminal Inc.","Tourism Pension","0","0","","0","0","","0","128.48","","0","","","","","","","8575000100","","","","128",
"261","????????","03_11_02_P","4510000","CDFI3261092015000010","2015-06-19","","01","????/????","13","??????","","","","","02-398-1712","","355-884","??????? ????? ?????? ?????? ?? 154-1???? 205??","??????? ????? ?????? ???????????? 408-52, 205??","33501","(??)??????¨›?","2015-06-19 15:02:21","I","2018-08-31 23:59:59","","","","????????","","????????","2","???","","","","2","","","","Korean Literature Inc.","Tourism Pension","","","","","","","","116.73","","","","","","","","","36070000000","","","","117",
"262","????????","03_11_02_P","4510000","CDFI3261092015000011","2015-06-19","","01","????/????","13","??????","","","","","02-398-1710","","355-884","??????? ????? ?????? ?????? ?? 154-1???? 206??","??????? ????? ?????? ???????????? 408-52, 206??","33501","(??)????","2015-06-19 15:05:18","I","2018-08-31 23:59:59","","","","????????","","????????","2","???","","","","2","","","","Hansang Development Inc.","Tourism Pension","","","","","","","","116.73","","","","","","","","","5514000000","","","","117",
"263","????????","03_11_02_P","4510000","CDFI3261092015000012","2015-06-25","","01","????/????","13","??????","","","","","","","355-943","??????? ????? ???¯™ 2257-2????","??????? ????? ???????9?? 16-6 (???¯™)","33489","???????????","2015-06-25 10:26:33","I","2018-08-31 23:59:59","","156035.46673405","312962.070404465","????????","","????????","3","???","","","??????","3","","","","U2 Pension","Tourism Pension","","","","","","","","386.4","","","","","","","","","","","","","386",
"264","????????","03_11_02_P","4510000","CDFI3261092016000002","2016-08-19","","01","????/????","13","??????","","","","","","","","??????? ????? ???¯™ 2301-11????","??????? ????? ????2?? 20-5 (???¯™)","33488","???????","2017-10-24 09:15:56","I","2018-08-31 23:59:59","","156445.347975268","312490.428094746","????????","","","3","","","","","3","","","","Nanda pension","Tourism Pension","","","","","","","","218","","","","","","","","","","","","","218",
"265","????????","03_11_02_P","4510000","CDFI3261092018000001","2018-06-07","","01","????/????","13","??????","","","","","041-933-5426","","","??????? ????? ???¯™ 2302-3????","??????? ????? ????2?? 20-8, ????????? (???¯™)","33488","?????????","2018-07-30 11:00:12","I","2018-08-31 23:59:59","","156468.145744311","312475.366060062","????????","","????????","3","???©£????","","","??????","3","","","","Bohemian Pension","Tourism Pension","","","","","","","","390.96","","","","","","","","","","","","","391",
"266","????????","03_11_02_P","4510000","CDFI3261092018000002","2018-07-24","","01","????/????","13","??????","","","","","","","","??????? ????? ???¯™ 2256-4????","??????? ????? ???????9?? 2-27 (???¯™)","33489","?????","2018-07-24 10:57:36","I","2018-08-31 23:59:59","","156124.327709135","313010.564468159","????????","","????????","3","???","","","??????","3","1","","","Soom Pension","Tourism Pension","","","","","","","","498.29","","","","","","","","","1000000000","","","","498",
"267","????????","03_11_02_P","4510000","CDFI3261092015000007","2015-06-18","","01","????/????","13","??????","","","","","041-589-3300","","355-884","??????? ????? ?????? ?????? ?? 154-1???? 101, 204??","??????? ????? ?????? ???????????? 408-52, 101, 204??","33501","????????(??)","2018-01-29 13:07:22","I","2018-08-31 23:59:59","","","","????????","","????????","2","???","","","??????","2","","","","Korea Computer Inc.","Tourism Pension","","","","","","","","385.4","","","","","","","","","8035000000","","","","385",
"268","????????","03_11_02_P","4620000","CDFI3261092006000002","2006-11-14","","01","????/????","13","??????","","","","","","","","??????? ?®˙?? ???? ???? 1230-66????","??????? ?®˙?? ???? ????? 1296-40","32155","???????","2020-01-10 13:56:44","U","2020-01-12 02:40:00","","137693.915448112","349136.794788217","????????","","????????","","???","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
